Chapter,Group,Sub-group,Sub-group disaggregation,Topic,Topic disaggregation,Current/Trend,Year,Numerator,Denominator,Per cent
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,NSW,Trend,2010,18924,94993,19.9
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Vic,Trend,2010,15594,73258,21.3
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Qld,Trend,2010,10024,61020,16.4
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,WA,Trend,2010,5345,30842,17.3
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,SA,Trend,2010,3295,19666,16.8
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Tas,Trend,2010,937,6020,15.6
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,ACT,Trend,2010,1247,5826,21.4
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,NT,Trend,2010,541,3830,14.1
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,NSW,Trend,2010,4068,94993,4.3
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Vic,Trend,2010,3476,73258,4.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Qld,Trend,2010,2107,61020,3.5
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,WA,Trend,2010,1141,30842,3.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,SA,Trend,2010,731,19666,3.7
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Tas,Trend,2010,188,6020,3.1
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,ACT,Trend,2010,267,5826,4.6
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,NT,Trend,2010,104,3830,2.7
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,NSW,Trend,2010,13,94993,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Vic,Trend,2010,83,73258,0.1
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Qld,Trend,2010,0,61020,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,WA,Trend,2010,0,30842,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,SA,Trend,2010,0,19666,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Tas,Trend,2010,0,6020,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,ACT,Trend,2010,0,5826,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,NT,Trend,2010,0,3830,0
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Public,Trend,2011,10319,191055,5.4
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Private,Trend,2011,347,91270,0.4
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Not stated,Trend,2011,109,5857,1.9
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Public,Trend,2011,36139,191055,18.9
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Private,Trend,2011,3106,91270,3.4
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Not stated,Trend,2011,701,5857,12
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Public,Trend,2011,58970,191055,30.9
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Private,Trend,2011,19834,91270,21.7
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Not stated,Trend,2011,1700,5857,29
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Public,Trend,2011,51721,191055,27.1
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Private,Trend,2011,37900,91270,41.5
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Not stated,Trend,2011,1907,5857,32.6
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Public,Trend,2011,27456,191055,14.4
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Private,Trend,2011,24299,91270,26.6
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Not stated,Trend,2011,1141,5857,19.5
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Public,Trend,2011,6430,191055,3.4
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Private,Trend,2011,5719,91270,6.3
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Not stated,Trend,2011,284,5857,4.8
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Public,Trend,2011,20,191055,0
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Private,Trend,2011,65,91270,0.1
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Not stated,Trend,2011,15,5857,0.3
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Public,Trend,2011,10304,204481,5
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Private,Trend,2011,471,83699,0.6
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Public,Trend,2011,36733,204481,18
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Private,Trend,2011,3213,83699,3.8
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Public,Trend,2011,62539,204481,30.6
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Private,Trend,2011,17965,83699,21.5
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Public,Trend,2011,56908,204481,27.8
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Private,Trend,2011,34620,83699,41.4
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Public,Trend,2011,30687,204481,15
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Private,Trend,2011,22207,83699,26.5
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Public,Trend,2011,7283,204481,3.6
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Private,Trend,2011,5150,83699,6.2
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Public,Trend,2011,27,204481,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Private,Trend,2011,73,83699,0.1
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Indigenous,Trend,2011,2186,11731,18.6
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Non-Indigenous,Trend,2011,8801,284909,3.1
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Not stated,Trend,2011,29,703,4.1
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Indigenous,Trend,2011,3819,11731,32.6
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Non-Indigenous,Trend,2011,37191,284909,13.1
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Not stated,Trend,2011,98,703,13.9
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Indigenous,Trend,2011,2908,11731,24.8
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Non-Indigenous,Trend,2011,80051,284909,28.1
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Not stated,Trend,2011,204,703,29
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Indigenous,Trend,2011,1736,11731,14.8
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Non-Indigenous,Trend,2011,92646,284909,32.5
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Not stated,Trend,2011,198,703,28.2
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Indigenous,Trend,2011,873,11731,7.4
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Non-Indigenous,Trend,2011,53577,284909,18.8
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Not stated,Trend,2011,131,703,18.6
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Indigenous,Trend,2011,208,11731,1.8
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Non-Indigenous,Trend,2011,12541,284909,4.4
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Not stated,Trend,2011,29,703,4.1
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Indigenous,Trend,2011,1,11731,0
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Non-Indigenous,Trend,2011,102,284909,0
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Not stated,Trend,2011,14,703,2
Overview and demographics,Maternal age,Maternal age,20,Parity,None,Trend,2011,9237,127759,7.2
Overview and demographics,Maternal age,Maternal age,20,Parity,One,Trend,2011,1601,99438,1.6
Overview and demographics,Maternal age,Maternal age,20,Parity,Two,Trend,2011,152,43211,0.4
Overview and demographics,Maternal age,Maternal age,20,Parity,Three,Trend,2011,12,15114,0.1
Overview and demographics,Maternal age,Maternal age,24,Parity,None,Trend,2011,23075,127759,18.1
Overview and demographics,Maternal age,Maternal age,24,Parity,One,Trend,2011,12765,99438,12.8
Overview and demographics,Maternal age,Maternal age,24,Parity,Two,Trend,2011,3967,43211,9.2
Overview and demographics,Maternal age,Maternal age,24,Parity,Three,Trend,2011,955,15114,6.3
Overview and demographics,Maternal age,Maternal age,24,Parity,Four or more,Trend,2011,272,10588,2.6
Overview and demographics,Maternal age,Maternal age,24,Parity,Not stated,Trend,2011,74,1233,6
Overview and demographics,Maternal age,Maternal age,29,Parity,None,Trend,2011,41059,127759,32.1
Overview and demographics,Maternal age,Maternal age,29,Parity,One,Trend,2011,25833,99438,26
Overview and demographics,Maternal age,Maternal age,29,Parity,Two,Trend,2011,10436,43211,24.2
Overview and demographics,Maternal age,Maternal age,29,Parity,Three,Trend,2011,3603,15114,23.8
Overview and demographics,Maternal age,Maternal age,29,Parity,Four or more,Trend,2011,2006,10588,18.9
Overview and demographics,Maternal age,Maternal age,29,Parity,Not stated,Trend,2011,226,1233,18.3
Overview and demographics,Maternal age,Maternal age,34,Parity,None,Trend,2011,36061,127759,28.2
Overview and demographics,Maternal age,Maternal age,34,Parity,One,Trend,2011,34890,99438,35.1
Overview and demographics,Maternal age,Maternal age,34,Parity,Two,Trend,2011,14702,43211,34
Overview and demographics,Maternal age,Maternal age,34,Parity,Three,Trend,2011,5064,15114,33.5
Overview and demographics,Maternal age,Maternal age,34,Parity,Four or more,Trend,2011,3468,10588,32.8
Overview and demographics,Maternal age,Maternal age,34,Parity,Not stated,Trend,2011,395,1233,32
Overview and demographics,Maternal age,Maternal age,39,Parity,None,Trend,2011,14911,127759,11.7
Overview and demographics,Maternal age,Maternal age,39,Parity,One,Trend,2011,20125,99438,20.2
Overview and demographics,Maternal age,Maternal age,39,Parity,Two,Trend,2011,11472,43211,26.5
Overview and demographics,Maternal age,Maternal age,39,Parity,Three,Trend,2011,4261,15114,28.2
Overview and demographics,Maternal age,Maternal age,39,Parity,Four or more,Trend,2011,3448,10588,32.6
Overview and demographics,Maternal age,Maternal age,39,Parity,Not stated,Trend,2011,364,1233,29.5
Overview and demographics,Maternal age,Maternal age,40,Parity,None,Trend,2011,3373,127759,2.6
Overview and demographics,Maternal age,Maternal age,40,Parity,One,Trend,2011,4183,99438,4.2
Overview and demographics,Maternal age,Maternal age,40,Parity,Two,Trend,2011,2470,43211,5.7
Overview and demographics,Maternal age,Maternal age,40,Parity,Three,Trend,2011,1212,15114,8
Overview and demographics,Maternal age,Maternal age,40,Parity,Four or more,Trend,2011,1387,10588,13.1
Overview and demographics,Maternal age,Maternal age,40,Parity,Not stated,Trend,2011,153,1233,12.4
Overview and demographics,Maternal age,Maternal age,0,Parity,None,Trend,2011,43,127759,0
Overview and demographics,Maternal age,Maternal age,0,Parity,One,Trend,2011,41,99438,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Two,Trend,2011,12,43211,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Three,Trend,2011,7,15114,0
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,NSW,Trend,2011,3023,95819,3.2
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Vic,Trend,2011,1825,72939,2.5
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Qld,Trend,2011,3120,61117,5.1
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,WA,Trend,2011,1369,31747,4.3
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,SA,Trend,2011,809,20043,4
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Tas,Trend,2011,381,6220,6.1
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,ACT,Trend,2011,127,5584,2.3
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,NT,Trend,2011,362,3874,9.3
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,NSW,Trend,2011,12391,95819,12.9
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Vic,Trend,2011,8146,72939,11.2
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Qld,Trend,2011,10303,61117,16.9
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,WA,Trend,2011,4751,31747,15
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,SA,Trend,2011,2923,20043,14.6
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Tas,Trend,2011,1178,6220,18.9
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,ACT,Trend,2011,569,5584,10.2
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,NT,Trend,2011,847,3874,21.9
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,NSW,Trend,2011,26359,95819,27.5
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Vic,Trend,2011,19569,72939,26.8
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Qld,Trend,2011,17832,61117,29.2
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,WA,Trend,2011,9078,31747,28.6
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,SA,Trend,2011,5959,20043,29.7
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,Tas,Trend,2011,1798,6220,28.9
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,ACT,Trend,2011,1484,5584,26.6
Overview and demographics,Maternal age,Maternal age,29,State and territory of birth,NT,Trend,2011,1084,3874,28
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,NSW,Trend,2011,31305,95819,32.7
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Vic,Trend,2011,24814,72939,34
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Qld,Trend,2011,17685,61117,28.9
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,WA,Trend,2011,9908,31747,31.2
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,SA,Trend,2011,6229,20043,31.1
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,Tas,Trend,2011,1704,6220,27.4
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,ACT,Trend,2011,1978,5584,35.4
Overview and demographics,Maternal age,Maternal age,34,State and territory of birth,NT,Trend,2011,957,3874,24.7
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,NSW,Trend,2011,18441,95819,19.2
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Vic,Trend,2011,14914,72939,20.4
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Qld,Trend,2011,9952,61117,16.3
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,WA,Trend,2011,5392,31747,17
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,SA,Trend,2011,3306,20043,16.5
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,Tas,Trend,2011,933,6220,15
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,ACT,Trend,2011,1148,5584,20.6
Overview and demographics,Maternal age,Maternal age,39,State and territory of birth,NT,Trend,2011,495,3874,12.8
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,NSW,Trend,2011,4274,95819,4.5
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Vic,Trend,2011,3586,72939,4.9
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Qld,Trend,2011,2220,61117,3.6
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,WA,Trend,2011,1249,31747,3.9
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,SA,Trend,2011,817,20043,4.1
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,Tas,Trend,2011,226,6220,3.6
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,ACT,Trend,2011,277,5584,5
Overview and demographics,Maternal age,Maternal age,40,State and territory of birth,NT,Trend,2011,129,3874,3.3
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,NSW,Trend,2011,26,95819,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Vic,Trend,2011,85,72939,0.1
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Qld,Trend,2011,5,61117,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,WA,Trend,2011,0,31747,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,SA,Trend,2011,0,20043,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,Tas,Trend,2011,0,6220,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,ACT,Trend,2011,1,5584,0
Overview and demographics,Maternal age,Maternal age,0,State and territory of birth,NT,Trend,2011,0,3874,0
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Public,Trend,2012,10347,199747,5.2
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Private,Trend,2012,347,93635,0.4
Overview and demographics,Maternal age,Maternal age,20,Patient election status,Not stated,Trend,2012,45,4701,1
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Public,Trend,2012,37076,199747,18.6
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Private,Trend,2012,3039,93635,3.2
Overview and demographics,Maternal age,Maternal age,24,Patient election status,Not stated,Trend,2012,453,4701,9.6
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Public,Trend,2012,61136,199747,30.6
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Private,Trend,2012,20314,93635,21.7
Overview and demographics,Maternal age,Maternal age,29,Patient election status,Not stated,Trend,2012,1296,4701,27.6
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Public,Trend,2012,55934,199747,28
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Private,Trend,2012,39300,93635,42
Overview and demographics,Maternal age,Maternal age,34,Patient election status,Not stated,Trend,2012,1718,4701,36.5
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Public,Trend,2012,28355,199747,14.2
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Private,Trend,2012,24717,93635,26.4
Overview and demographics,Maternal age,Maternal age,39,Patient election status,Not stated,Trend,2012,949,4701,20.2
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Public,Trend,2012,6891,199747,3.4
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Private,Trend,2012,5871,93635,6.3
Overview and demographics,Maternal age,Maternal age,40,Patient election status,Not stated,Trend,2012,237,4701,5
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Public,Trend,2012,8,199747,0
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Private,Trend,2012,47,93635,0.1
Overview and demographics,Maternal age,Maternal age,0,Patient election status,Not stated,Trend,2012,3,4701,0.1
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Public,Trend,2012,10300,211612,4.9
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Private,Trend,2012,439,86471,0.5
Overview and demographics,Maternal age,Maternal age,20,Hospital sector,Not stated,Trend,2012,0,0,0
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Public,Trend,2012,37229,211612,17.6
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Private,Trend,2012,3339,86471,3.9
Overview and demographics,Maternal age,Maternal age,24,Hospital sector,Not stated,Trend,2012,0,0,0
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Public,Trend,2012,64258,211612,30.4
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Private,Trend,2012,18488,86471,21.4
Overview and demographics,Maternal age,Maternal age,29,Hospital sector,Not stated,Trend,2012,0,0,0
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Public,Trend,2012,60737,211612,28.7
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Private,Trend,2012,36215,86471,41.9
Overview and demographics,Maternal age,Maternal age,34,Hospital sector,Not stated,Trend,2012,0,0,0
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Public,Trend,2012,31414,211612,14.8
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Private,Trend,2012,22607,86471,26.1
Overview and demographics,Maternal age,Maternal age,39,Hospital sector,Not stated,Trend,2012,0,0,0
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Public,Trend,2012,7665,211612,3.6
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Private,Trend,2012,5334,86471,6.2
Overview and demographics,Maternal age,Maternal age,40,Hospital sector,Not stated,Trend,2012,0,0,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Public,Trend,2012,9,211612,0
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Private,Trend,2012,49,86471,0.1
Overview and demographics,Maternal age,Maternal age,0,Hospital sector,Not stated,Trend,2012,0,0,0
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Indigenous,Trend,2012,2291,12286,18.6
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Non-Indigenous,Trend,2012,8741,294619,3
Overview and demographics,Maternal age,Maternal age,20,Indigenous status (mother),Not stated,Trend,2012,27,665,4.1
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Indigenous,Trend,2012,4037,12286,32.9
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Non-Indigenous,Trend,2012,37676,294619,12.8
Overview and demographics,Maternal age,Maternal age,24,Indigenous status (mother),Not stated,Trend,2012,92,665,13.8
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Indigenous,Trend,2012,3064,12286,24.9
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Non-Indigenous,Trend,2012,82287,294619,27.9
Overview and demographics,Maternal age,Maternal age,29,Indigenous status (mother),Not stated,Trend,2012,186,665,28
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Indigenous,Trend,2012,1795,12286,14.6
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Non-Indigenous,Trend,2012,98089,294619,33.3
Overview and demographics,Maternal age,Maternal age,34,Indigenous status (mother),Not stated,Trend,2012,210,665,31.6
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Indigenous,Trend,2012,889,12286,7.2
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Non-Indigenous,Trend,2012,54672,294619,18.6
Overview and demographics,Maternal age,Maternal age,39,Indigenous status (mother),Not stated,Trend,2012,124,665,18.6
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Indigenous,Trend,2012,208,12286,1.7
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Non-Indigenous,Trend,2012,13089,294619,4.4
Overview and demographics,Maternal age,Maternal age,40,Indigenous status (mother),Not stated,Trend,2012,26,665,3.9
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Indigenous,Trend,2012,2,12286,0
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Non-Indigenous,Trend,2012,65,294619,0
Overview and demographics,Maternal age,Maternal age,0,Indigenous status (mother),Not stated,Trend,2012,0,665,0
Overview and demographics,Maternal age,Maternal age,20,Parity,None,Trend,2012,9239,130567,7.1
Overview and demographics,Maternal age,Maternal age,20,Parity,One,Trend,2012,1594,101961,1.6
Overview and demographics,Maternal age,Maternal age,20,Parity,Two,Trend,2012,157,43390,0.4
Overview and demographics,Maternal age,Maternal age,20,Parity,Three,Trend,2012,8,15337,0.1
Overview and demographics,Maternal age,Maternal age,24,Parity,None,Trend,2012,23339,130567,17.9
Overview and demographics,Maternal age,Maternal age,24,Parity,One,Trend,2012,13010,101961,12.8
Overview and demographics,Maternal age,Maternal age,24,Parity,Two,Trend,2012,4013,43390,9.2
Overview and demographics,Maternal age,Maternal age,24,Parity,Three,Trend,2012,975,15337,6.4
Overview and demographics,Maternal age,Maternal age,24,Parity,Four or more,Trend,2012,263,10721,2.5
Overview and demographics,Maternal age,Maternal age,24,Parity,Not stated,Trend,2012,205,5594,3.7
Overview and demographics,Maternal age,Maternal age,29,Parity,None,Trend,2012,42018,130567,32.2
Overview and demographics,Maternal age,Maternal age,29,Parity,One,Trend,2012,26397,101961,25.9
Overview and demographics,Maternal age,Maternal age,29,Parity,Two,Trend,2012,10440,43390,24.1
Overview and demographics,Maternal age,Maternal age,29,Parity,Three,Trend,2012,3750,15337,24.5
Overview and demographics,Maternal age,Maternal age,29,Parity,Four or more,Trend,2012,1918,10721,17.9
Overview and demographics,Maternal age,Maternal age,29,Parity,Not stated,Trend,2012,1014,5594,18.1
Overview and demographics,Maternal age,Maternal age,34,Parity,None,Trend,2012,37778,130567,28.9
Overview and demographics,Maternal age,Maternal age,34,Parity,One,Trend,2012,36176,101961,35.5
Overview and demographics,Maternal age,Maternal age,34,Parity,Two,Trend,2012,15135,43390,34.9
Overview and demographics,Maternal age,Maternal age,34,Parity,Three,Trend,2012,5125,15337,33.4
Overview and demographics,Maternal age,Maternal age,34,Parity,Four or more,Trend,2012,3636,10721,33.9
Overview and demographics,Maternal age,Maternal age,34,Parity,Not stated,Trend,2012,2244,5594,40.1
Overview and demographics,Maternal age,Maternal age,39,Parity,None,Trend,2012,14749,130567,11.3
Overview and demographics,Maternal age,Maternal age,39,Parity,One,Trend,2012,20524,101961,20.1
Overview and demographics,Maternal age,Maternal age,39,Parity,Two,Trend,2012,11111,43390,25.6
Overview and demographics,Maternal age,Maternal age,39,Parity,Three,Trend,2012,4199,15337,27.4
Overview and demographics,Maternal age,Maternal age,39,Parity,Four or more,Trend,2012,3486,10721,32.5
Overview and demographics,Maternal age,Maternal age,39,Parity,Not stated,Trend,2012,1616,5594,28.9
Overview and demographics,Maternal age,Maternal age,40,Parity,None,Trend,2012,3435,130567,2.6
Overview and demographics,Maternal age,Maternal age,40,Parity,One,Trend,2012,4257,101961,4.2
Overview and demographics,Maternal age,Maternal age,40,Parity,Two,Trend,2012,2532,43390,5.8
Overview and demographics,Maternal age,Maternal age,40,Parity,Three,Trend,2012,1279,15337,8.3
Overview and demographics,Maternal age,Maternal age,40,Parity,Four or more,Trend,2012,1414,10721,13.2
Overview and demographics,Maternal age,Maternal age,40,Parity,Not stated,Trend,2012,406,5594,7.3
Overview and demographics,Maternal age,Maternal age,0,Parity,None,Trend,2012,9,130567,0
Overview and demographics,Maternal age,Maternal age,0,Parity,One,Trend,2012,3,101961,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Two,Trend,2012,2,43390,0
Overview and demographics,Maternal age,Maternal age,0,Parity,Three,Trend,2012,1,15337,0
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,NSW,Trend,2012,3079,98138,3.1
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Vic,Trend,2012,1800,77170,2.3
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Qld,Trend,2012,3164,62650,5.1
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,WA,Trend,2012,1342,33393,4
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,SA,Trend,2012,796,20338,3.9
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,Tas,Trend,2012,360,5863,6.1
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,ACT,Trend,2012,133,6035,2.2
Overview and demographics,Maternal age,Maternal age,20,State and territory of birth,NT,Trend,2012,385,3983,9.7
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,NSW,Trend,2012,12616,98138,12.9
Overview and demographics,Maternal age,Maternal age,24,State and territory of birth,Vic,Trend,2012,8400,77170,10.9
